title,description,image,genre
The Silence of the Lambs,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",https://m.media-amazon.com/images/M/MV5BNjNhZTk0ZmEtNjJhMi00YzFlLWE1MmEtYzM1M2ZmMGMwMTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,crime
The Wolf of Wall Street,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@.jpg,crime
DC League of Super-Pets,"Krypto the Super-Dog and Superman are inseparable best friends, sharing the same superpowers and fighting crime side by side in Metropolis. However, Krypto must master his own powers for a rescue mission when Superman is kidnapped.",https://m.media-amazon.com/images/M/MV5BZTIyNzc3NzMtNGE5YS00Yjg5LTk5MDMtOTUxMzk1ZTBkOTgwXkEyXkFqcGdeQXVyODE5NzE3OTE@.jpg,crime
Joker,A mentally troubled stand-up comedian embarks on a downward spiral that leads to the creation of an iconic villain.,https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg,crime
American Murderer,Charismatic con man Jason Derek Brown becomes wanted by the FBI after hatching his most elaborate scheme yet.,https://m.media-amazon.com/images/M/MV5BZjk4ZTYxZTItZWViZS00ZDJjLTg4YjItM2YxYTk5NDg2OTAyXkEyXkFqcGdeQXVyMDA4NzMyOA@@.jpg,crime
Orphan: First Kill,"After orchestrating a brilliant escape from an Estonian psychiatric facility, Esther travels to America by impersonating the missing daughter of a wealthy family.",https://m.media-amazon.com/images/M/MV5BZjgwNDA3MmUtMTQ3Yy00ZDFmLTgwMTktNTBlMTQ3ZTI5MjYxXkEyXkFqcGdeQXVyMTM1MTE1NDMx.jpg,crime
The Crow,A man brutally murdered comes back to life as an undead avenger of his and his fiancée's murder.,https://m.media-amazon.com/images/M/MV5BM2Y4ZGVhZjItNjU0OC00MDk1LWI4ZTktYTgwMWJkNDE5OTcxXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,crime
Death on the Nile,"While on vacation on the Nile, Hercule Poirot must investigate the murder of a young heiress.",https://m.media-amazon.com/images/M/MV5BNjI4ZTQ1OTYtNTI0Yi00M2EyLThiNjMtMzk1MmZlOWMyMDQwXkEyXkFqcGdeQXVyMTEyMjM2NDc2.jpg,crime
Inside Man,"A prisoner on death row in the US and a woman trapped in a cellar under an English vicarage, cross paths in the most unexpected way.",https://m.media-amazon.com/images/M/MV5BZWUzMjY0NmYtZGM4MC00ODA2LTk3NDktOTI2NzBmZjZkODIwXkEyXkFqcGdeQXVyMTUzOTcyODA5.jpg,crime
Blackout,"A man wakes in a hospital with no memory, and quickly finds himself on the run in a locked down hospital with the Cartel on his tail. He scrambles to find his true identity in the most vicious way.",https://m.media-amazon.com/images/M/MV5BZDE0MWJkMzMtMGMzMC00NzAzLTljZTUtZTE2OTViNDRhMTgwXkEyXkFqcGdeQXVyNDg0NjMwNDY@.jpg,crime
Violent Night,"When a group of mercenaries attack the estate of a wealthy family, Santa Claus must step in to save the day (and Christmas).",https://m.media-amazon.com/images/M/MV5BYzg2NWNhOWItYjA3Yi00MzhhLTg4ZmItYzM3ZTIwN2U0ZGQ5XkEyXkFqcGdeQXVyMzEyMDQzNzY@.jpg,crime
John Wick,An ex-hit-man comes out of retirement to track down the gangsters that killed his dog and took his car.,https://m.media-amazon.com/images/M/MV5BMTU2NjA1ODgzMF5BMl5BanBnXkFtZTgwMTM2MTI4MjE@.jpg,crime
The System,"When a young soldier, newly returned from war, gets caught up in a drug bust, he is recruited by the authorities to go undercover in a notoriously dangerous prison in order to figure out what is really going on.",https://m.media-amazon.com/images/M/MV5BODFhM2JiMTAtNTVlMC00NWQ4LWI3ZWItYThjOWU3OTJiMjBiXkEyXkFqcGdeQXVyMTAxNzQ1NzI@.jpg,crime
Minions: The Rise of Gru,The untold story of one twelve-year-old's dream to become the world's greatest supervillain.,https://m.media-amazon.com/images/M/MV5BZDQyODUwM2MtNzA0YS00ZjdmLTgzMjItZWRjN2YyYWE5ZTNjXkEyXkFqcGdeQXVyMTI2MzY1MjM1.jpg,crime
Ambulance,Two robbers steal an ambulance after their heist goes awry.,https://m.media-amazon.com/images/M/MV5BYjUyN2VlZGEtNGEyZC00YjViLTgwYmQtZDJiM2FlOTU3Mjg2XkEyXkFqcGdeQXVyMjMxOTE0ODA@.jpg,crime
The Little Things,"Kern County Deputy Sheriff Joe Deacon is sent to Los Angeles for what should have been a quick evidence-gathering assignment. Instead, he becomes embroiled in the search for a serial killer who is terrorizing the city.",https://m.media-amazon.com/images/M/MV5BOGFlNTdmYWQtM2IzMi00YTY3LTlmMDQtZDI5NGQ5MjYzZmEwXkEyXkFqcGdeQXVyNjY1MTg4Mzc@.jpg,crime
City of God,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.",https://m.media-amazon.com/images/M/MV5BOTMwYjc5ZmItYTFjZC00ZGQ3LTlkNTMtMjZiNTZlMWQzNzI5XkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg,crime
Overdose,"Follows Sara, head of the Toulouse police narcotics squad, who is forced to collaborate with Richard, the head of the local criminal police, to stop a go-fast between Spain and France and find the murderer linked to the case.",https://m.media-amazon.com/images/M/MV5BNjRiNTE2YmQtMjgyZi00YWVkLWJkYmItZjY5YTY1NGU4MDJmXkEyXkFqcGdeQXVyMTIyODg3MDI@.jpg,crime
The Outfit,An expert cutter must outwit a dangerous group of mobsters in order to survive a fateful night.,https://m.media-amazon.com/images/M/MV5BYWQ0NWUyMjktYjg4Yy00NmY3LTg2YzEtNWY5OTY5YTc2MjhjXkEyXkFqcGdeQXVyMTA2MDU0NjM5.jpg,crime
Poker Face,"A tech billionaire hosts a high-stakes poker game between friends, but the evening takes a turn when long-held secrets are revealed, an elaborate revenge plot unfolds, and thieves break in.",https://m.media-amazon.com/images/M/MV5BNTc1NzUxMzQtZjc4YS00MmFjLWI5YmItMTNiYWM3ZjQ0YTFjXkEyXkFqcGdeQXVyNTc3MjM3OTA@.jpg,crime
"Three Billboards Outside Ebbing, Missouri",A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,https://m.media-amazon.com/images/M/MV5BMjI0ODcxNzM1N15BMl5BanBnXkFtZTgwMzIwMTEwNDI@.jpg,crime
Ocean's Eleven,Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.,https://m.media-amazon.com/images/M/MV5BYzVmYzVkMmUtOGRhMi00MTNmLThlMmUtZTljYjlkMjNkMjJkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@.jpg,crime
American Gigolo,Follows Julian Kaye after his wrongful conviction release following 15 years in prison as he struggles to find his footing in the modern-day Los Angeles sex industry and navigates his complicated relationships.,https://m.media-amazon.com/images/M/MV5BNTVhNDA3N2YtMDM2Yi00MDM1LWExMzItMjZhY2I2Nzk1MjJiXkEyXkFqcGdeQXVyMjQwMDg0Ng@@.jpg,crime
Felon,"Locked up for killing an intruder in self-defense, a family man must cope with life in the violent penal system.",https://m.media-amazon.com/images/M/MV5BMGUwZDg5NjEtNWI3MC00OTY2LTgzMzItMzBiNWFiZmQ4MzUyXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg,crime
Heat,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.,https://m.media-amazon.com/images/M/MV5BYjZjNTJlZGUtZTE1Ny00ZDc4LTgwYjUtMzk0NDgwYzZjYTk1XkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,crime
Wind River,A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,https://m.media-amazon.com/images/M/MV5BMTUyMjU1OTUwM15BMl5BanBnXkFtZTgwMDg1NDQ2MjI@.jpg,crime
Sleepers,"After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge.",https://m.media-amazon.com/images/M/MV5BMzk1MmI4NzAtOGRiNS00YjY1LTllNmEtZDhiZDM4MjU2NTMxXkEyXkFqcGdeQXVyNjc3MjQzNTI@.jpg,crime
Legend,Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s.,https://m.media-amazon.com/images/M/MV5BMjE0MjkyODQ3NF5BMl5BanBnXkFtZTgwNDM1OTk1NjE@.jpg,crime
Solace,Psychic John Clancy (Sir Anthony Hopkins) works with the F.B.I. in order to hunt down a serial killer.,https://m.media-amazon.com/images/M/MV5BMjA5MzgyNTIzMF5BMl5BanBnXkFtZTgwODg1OTY1MDI@.jpg,crime
The Devil All the Time,Sinister characters converge around a young man devoted to protecting those he loves in a postwar backwoods town teeming with corruption and brutality.,https://m.media-amazon.com/images/M/MV5BZmE1NmVmN2EtMjZmZC00YzAyLWE4MWEtYjY5YmExMjUxODU1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg,crime
Zillion,The rise and fall of the country's biggest disco ever.,https://m.media-amazon.com/images/M/MV5BMjcwNGFlYzctNDk2Ny00NmZiLWFiMTgtZWNmODgxNjBmZGFhXkEyXkFqcGdeQXVyNjc3NTYxNDI@.jpg,crime
American History X,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.,https://m.media-amazon.com/images/M/MV5BZTJhN2FkYWEtMGI0My00YWM4LWI2MjAtM2UwNjY4MTI2ZTQyXkEyXkFqcGdeQXVyNjc3MjQzNTI@.jpg,crime
Promising Young Woman,"A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path.",https://m.media-amazon.com/images/M/MV5BOTgzMzE4MGItZDgxYS00ZGEwLWE3YTctZWY3ZDAyMTk0ZGU4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg,crime
Reservoir Dogs,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",https://m.media-amazon.com/images/M/MV5BZmExNmEwYWItYmQzOS00YjA5LTk2MjktZjEyZDE1Y2QxNjA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,crime
Vikram Vedha,A tough police officer sets out to track down and kill an equally tough gangster.,https://m.media-amazon.com/images/M/MV5BYTEyYjgzNmUtM2QyYi00MWMwLWExMDctZmY1NmZhNGY5MWNiXkEyXkFqcGdeQXVyOTcwMTQxMTM@.jpg,crime
The Hateful Eight,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",https://m.media-amazon.com/images/M/MV5BMjA1MTc1NTg5NV5BMl5BanBnXkFtZTgwOTM2MDEzNzE@.jpg,crime
Murder on the Orient Express,"When a murder occurs on the train on which he's travelling, celebrated detective Hercule Poirot is recruited to solve the case.",https://m.media-amazon.com/images/M/MV5BMTk5OGFiYzktMTkwNS00ZjQ5LWFkNGQtNGM0MjA4MWE2MDIwXkEyXkFqcGdeQXVyODY1NDk1NjE@.jpg,crime
Sin City,"An exploration of the dark and miserable Basin City and three of its residents, all of whom are caught up in violent corruption.",https://m.media-amazon.com/images/M/MV5BODZmYjMwNzEtNzVhNC00ZTRmLTk2M2UtNzE1MTQ2ZDAxNjc2XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,crime
Catch Me If You Can,"Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2.jpg,crime
Baby Driver,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",https://m.media-amazon.com/images/M/MV5BMjM3MjQ1MzkxNl5BMl5BanBnXkFtZTgwODk1ODgyMjI@.jpg,crime
Don't Breathe,"Hoping to walk away with a massive fortune, a trio of thieves break into the house of a blind man who isn't as helpless as he seems.",https://m.media-amazon.com/images/M/MV5BZGI5ZTU2M2YtZWY4MC00ZDFhLTliYTItZTk1NjdlN2NkMzg2XkEyXkFqcGdeQXVyMjY5ODI4NDk@.jpg,crime
Sicario,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,https://m.media-amazon.com/images/M/MV5BMjA5NjM3NTk1M15BMl5BanBnXkFtZTgwMzg1MzU2NjE@.jpg,crime
Monster,"Based on the life of Aileen Wuornos, a Daytona Beach prostitute who became a serial killer.",https://m.media-amazon.com/images/M/MV5BMTI4NzI5NzEwNl5BMl5BanBnXkFtZTcwNjc1NjQyMQ@@.jpg,crime
Primal Fear,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep.",https://m.media-amazon.com/images/M/MV5BZTM2NWI2OGYtYWNhMi00ZTlmLTg2ZTAtMmI5NWRjODA5YTE1XkEyXkFqcGdeQXVyODE2OTYwNTg@.jpg,crime
The Irishman,Hitman Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family.,https://m.media-amazon.com/images/M/MV5BMGUyM2ZiZmUtMWY0OC00NTQ4LThkOGUtNjY2NjkzMDJiMWMwXkEyXkFqcGdeQXVyMzY0MTE3NzU@.jpg,crime
Fargo,"Various chronicles of deception, intrigue and murder in and around frozen Minnesota. Yet all of these tales mysteriously lead back one way or another to Fargo, North Dakota.",https://m.media-amazon.com/images/M/MV5BN2NiMGE5M2UtNWNlNC00N2Y4LTkwOWUtMDlkMzEwNTcyOTcyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg,crime
A Time to Kill,"In Clanton, Mississippi, a fearless young lawyer and his assistant defend a black man accused of murdering two white men who raped his ten-year-old daughter, inciting violent retribution and revenge from the Ku Klux Klan.",https://m.media-amazon.com/images/M/MV5BOWExZTg4ZWYtOTQxMi00YWZkLTkxYzgtOTg1MTUxNzNiNDcxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,crime
Baywatch,"At a Los Angeles beach, a team of lifeguards led by Lieutenant Mitch Buchannon save lives, deal with personal dramas, fight crime and participate in over the top adventures on a daily basis.",https://m.media-amazon.com/images/M/MV5BMzhiMDcyNzMtYzY0MS00NTAwLWFlMDgtYzhhNDIyODYyNTBiXkEyXkFqcGdeQXVyMzI4MTk3MTY@.jpg,crime
John Wick: Chapter 3 - Parabellum,"John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.",https://m.media-amazon.com/images/M/MV5BMDg2YzI0ODctYjliMy00NTU0LTkxODYtYTNkNjQwMzVmOTcxXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.jpg,crime
Irreversible,Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in an underpass tunnel.,https://m.media-amazon.com/images/M/MV5BNTdhM2FhOWItM2NiNC00YjYwLTkxZGEtYzNhYWM3YzU2NDQzXkEyXkFqcGdeQXVyMTYzMDM0NTU@.jpg,crime
My Cousin Vinny,"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience.",https://m.media-amazon.com/images/M/MV5BMTQxNDYzMTg1M15BMl5BanBnXkFtZTgwNzk4MDgxMTE@.jpg,crime
True Romance,"In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it.",https://m.media-amazon.com/images/M/MV5BYWRhYWJjNGEtMjNhNi00NzFkLTk1ZGUtNjNmM2FlNTNhNWRjXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg,crime
Rush Hour,"A loyal and dedicated Hong Kong Inspector teams up with a reckless and loudmouthed L.A.P.D. detective to rescue the Chinese Consul's kidnapped daughter, while trying to arrest a dangerous crime lord along the way.",https://m.media-amazon.com/images/M/MV5BYWM2NDZmYmYtNzlmZC00M2MyLWJmOGUtMjhiYmQ2OGU1YTE1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,crime
Nightcrawler,"When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story.",https://m.media-amazon.com/images/M/MV5BN2U1YzdhYWMtZWUzMi00OWI1LWFkM2ItNWVjM2YxMGQ2MmNhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,crime
Blue Velvet,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",https://m.media-amazon.com/images/M/MV5BMzExOTczNTgtN2Q1Yy00MmI1LWE0NjgtNmIwMzdmZGNlODU1XkEyXkFqcGdeQXVyNDkzNTM2ODg@.jpg,crime
The Town,"A proficient group of thieves rob a bank and hold Claire, the assistant manager, hostage. Things begin to get complicated when one of the crew members falls in love with Claire.",https://m.media-amazon.com/images/M/MV5BMTcyNzcxODg3Nl5BMl5BanBnXkFtZTcwMTUyNjQ3Mw@@.jpg,crime
American Hustle,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and the Mafia.",https://m.media-amazon.com/images/M/MV5BMmM4YzJjZGMtNjQxMy00NjdlLWJjYTItZWZkYzdhOTdhNzFiXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg,crime
The Girl with the Dragon Tattoo,Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for 40 years by young computer hacker Lisbeth Salander.,https://m.media-amazon.com/images/M/MV5BMTczNDk4NTQ0OV5BMl5BanBnXkFtZTcwNDAxMDgxNw@@.jpg,crime
Once Upon a Time in America,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life.",https://m.media-amazon.com/images/M/MV5BMGFkNWI4MTMtNGQ0OC00MWVmLTk3MTktOGYxN2Y2YWVkZWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,crime
"O Brother, Where Art Thou?","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",https://m.media-amazon.com/images/M/MV5BMjZkOTdmMWItOTkyNy00MDdjLTlhNTQtYzU3MzdhZjA0ZDEyXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg,crime
El Camino: A Breaking Bad Movie,"Fugitive Jesse Pinkman runs from his captors, the law, and his past.",https://m.media-amazon.com/images/M/MV5BNjk4MzVlM2UtZGM0ZC00M2M1LThkMWEtZjUyN2U2ZTc0NmM5XkEyXkFqcGdeQXVyOTAzMTc2MjA@.jpg,crime
Loving Adults,Follows a couple who appear to be living the perfect life after their son is declared healthy following a long-term illness.,https://m.media-amazon.com/images/M/MV5BOWQ1ODQ0ZTQtOGJjYi00ODZmLWFkOTAtOWMzN2E4YzE0YmVjXkEyXkFqcGdeQXVyMjAwNzczNTU@.jpg,crime
West Side Story,"An adaptation of the 1957 musical, West Side Story explores forbidden love and the rivalry between the Jets and the Sharks, two teenage street gangs of different ethnic backgrounds.",https://m.media-amazon.com/images/M/MV5BMzQ5ZDZhZDItZTNmZi00MWQ0LWJlNDUtZTE4ZWJmODNlM2Y3XkEyXkFqcGdeQXVyMDA4NzMyOA@@.jpg,crime
North over the void,"Don Reynaldo is a famous hunter in decline. When his ranch and his father's legacy are threatened, the dynamic of his relationship with his family, his employees, and land will be dangerously shaken.",https://m.media-amazon.com/images/M/MV5BYmM1ZWFkNmEtM2ZiYi00NmZlLTkxYTEtMGNiNDc5YjQwNzNhXkEyXkFqcGdeQXVyODcxMDI2NDU@.jpg,crime
Molly's Game,"The true story of Molly Bloom, an Olympic-class skier who ran the world's most exclusive high-stakes poker game and became an FBI target.",https://m.media-amazon.com/images/M/MV5BNTkzMzRlYjEtMTQ5Yi00OWY3LWI0NzYtNGQ4ZDkzZTU0M2IwXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg,crime
John Wick: Chapter 2,"After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.",https://m.media-amazon.com/images/M/MV5BMjE2NDkxNTY2M15BMl5BanBnXkFtZTgwMDc2NzE0MTI@.jpg,crime
The Fast and the Furious,Los Angeles police officer Brian O'Conner must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to destroy.,https://m.media-amazon.com/images/M/MV5BNzlkNzVjMDMtOTdhZC00MGE1LTkxODctMzFmMjkwZmMxZjFhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,crime
Walking Tall,"A former U.S. soldier returns to his hometown to find it overrun by crime and corruption, which prompts him to clean house.",https://m.media-amazon.com/images/M/MV5BMTM0MjYzNzM1N15BMl5BanBnXkFtZTcwMDcwNDc3NA@@.jpg,crime
Seven Psychopaths,A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.,https://m.media-amazon.com/images/M/MV5BMTgwMzUxMjc0M15BMl5BanBnXkFtZTcwMzQ2MjYyOA@@.jpg,crime
Adventures in Babysitting,A babysitter must battle her way through the big city after being stranded there with the kids she's looking after.,https://m.media-amazon.com/images/M/MV5BZmI3MjM2YTYtZTAxMS00NDA5LWIxODctZjhjMmNkMmRmMWI5XkEyXkFqcGdeQXVyNTI4MjkwNjA@.jpg,crime
Thunderbolts,A group of supervillains are recruited to go on missions for the government.,https://m.media-amazon.com/images/M/MV5BMzdkNzFhMDAtNWVhNC00MDM5LTllYzktMWFkN2Q0ZWFlYWZkXkEyXkFqcGdeQXVyODk4OTc3MTY@.jpg,crime
House on Haunted Hill,"An amusement park mogul offers a group of diverse people $1,000,000 to spend the night in a haunted house with a horrifying past.",https://m.media-amazon.com/images/M/MV5BNzUwYWQzZDQtMDQ0Mi00NjFlLTgzNjAtNTFhZmZhNWY4NGEzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg,crime
Training Day,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.,https://m.media-amazon.com/images/M/MV5BMDZkMTUxYWEtMDY5NS00ZTA5LTg3MTItNTlkZWE1YWRjYjMwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,crime
Natural Born Killers,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,https://m.media-amazon.com/images/M/MV5BNGNjNjU1YmEtZGM5MC00ODgzLWEyY2MtZmZmNTlhOGU4OWJjXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg,crime
Dahmer,Story of the Milwaukee Monster told from the perspective of the victims and police incompetence that allowed the Wisconsin native to go on a multiyear killing spree.,https://m.media-amazon.com/images/M/MV5BM2IwNWY2YWEtNTU4Ni00MmE2LTljZjItNWQ0NzBlNjJiMzBiXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,crime
House on Haunted Hill,"An amusement park mogul offers a group of diverse people $1,000,000 to spend the night in a haunted house with a horrifying past.",https://m.media-amazon.com/images/M/MV5BNzUwYWQzZDQtMDQ0Mi00NjFlLTgzNjAtNTFhZmZhNWY4NGEzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg,crime
Escape from Alcatraz,"Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possibly successful attempt at escaping from one of the most infamous prisons in the world.",https://m.media-amazon.com/images/M/MV5BMzI0NTIzM2QtZDBkZC00N2JjLWI5OGMtMzg2YjFjODI2ZTkwXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,crime
Now You See Me,"An F.B.I. Agent and an Interpol Detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money.",https://m.media-amazon.com/images/M/MV5BMTY0NDY3MDMxN15BMl5BanBnXkFtZTcwOTM5NzMzOQ@@.jpg,crime
L.A. Confidential,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",https://m.media-amazon.com/images/M/MV5BMDQ2YzEyZGItYWRhOS00MjBmLTkzMDUtMTdjYzkyMmQxZTJlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,crime
The Warriors,A street gang known as The Warriors must fight their way from the Bronx to their home turf on Coney Island when they are falsely accused of assassinating a respected gang leader.,https://m.media-amazon.com/images/M/MV5BYTU2MWRiMTMtYzAzZi00NGYzLTlkMDEtNWQ3MzZlNTJlNzZkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg,crime
Slumdog Millionaire,"A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".",https://m.media-amazon.com/images/M/MV5BZmNjZWI3NzktYWI1Mi00OTAyLWJkNTYtMzUwYTFlZDA0Y2UwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,crime
I See You,A police man and his doctor wife have some marriage problems and the son blames the mother. For his job the police man investegates the case of a missing boy. And the possible kidnap looks like some cases of a few years ago.,https://m.media-amazon.com/images/M/MV5BNzVkOWM5YTEtMDdkNi00YjMzLWEzNWEtODEwN2IyZTc4Yjg2XkEyXkFqcGdeQXVyMjc5MTg0MzQ@.jpg,crime
Cape Fear,"A convicted rapist, released from prison after serving a fourteen-year sentence, stalks the family of the lawyer who originally defended him.",https://m.media-amazon.com/images/M/MV5BNjdhNzZlYzYtYTBlNS00NTJiLWI2ZWUtMDI2YzI2MzM5NjY4XkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg,crime
The Godfather Part III,"Follows Michael Corleone, now in his 60s, as he seeks to free his family from crime and find a suitable successor to his empire.",https://m.media-amazon.com/images/M/MV5BNWFlYWY2YjYtNjdhNi00MzVlLTg2MTMtMWExNzg4NmM5NmEzXkEyXkFqcGdeQXVyMDk5Mzc5MQ@@.jpg,crime
Mystic River,The lives of three men who were childhood friends are shattered when one of them has a family tragedy.,https://m.media-amazon.com/images/M/MV5BMTIzNDUyMjA4MV5BMl5BanBnXkFtZTYwNDc4ODM3.jpg,crime
Ocean's Eight,Debbie Ocean gathers an all-female crew to attempt an impossible heist at New York City's yearly Met Gala.,https://m.media-amazon.com/images/M/MV5BMjAyNDEyMzc4Ml5BMl5BanBnXkFtZTgwMjEzNjM0NTM@.jpg,crime
Beverly Hills Cop,A freewheeling Detroit cop pursuing a murder investigation finds himself dealing with the very different culture of Beverly Hills.,https://m.media-amazon.com/images/M/MV5BNzU1M2QxMzgtZmJiYy00Zjc4LTg3YTMtZTBmZmNhMDMxZmU2XkEyXkFqcGdeQXVyMTUzMDUzNTI3.jpg,crime
American Gangster,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",https://m.media-amazon.com/images/M/MV5BMjFmZGI2YTEtYmJhMS00YTE5LWJjNjAtNDI5OGY5ZDhmNTRlXkEyXkFqcGdeQXVyODAwMTU1MTE@.jpg,crime
I Saw the Devil,A secret agent exacts revenge on a serial killer through a series of captures and releases.,https://m.media-amazon.com/images/M/MV5BZjRmNjc5MTYtYjc3My00ZjNiLTg4YjUtMTQ0ZTFkZmMxMDUzXkEyXkFqcGdeQXVyNDY5MTUyNjU@.jpg,crime
Bad Times at the El Royale,"Early 1970s. Four strangers check in at the El Royale Hotel. The hotel is deserted, staffed by a single desk clerk. Some of the new guests' reasons for being there are less than innocent and some are not who they appear to be.",https://m.media-amazon.com/images/M/MV5BOTk1Nzk1MDc1MF5BMl5BanBnXkFtZTgwNjU2NDExNjM@.jpg,crime
