title,description,image,genre,image_name,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,film noir,history,horror,music,musical,mystery,romance,sci-fi,short film,sport,superhero,thriller,war,western
Erin Brockovich,an unemployed single mother becomes a legal assistant and almost singlehandedly brings down a california power company accused of polluting a citys water supply,https://m.media-amazon.com/images/M/MV5BYTA1NWRkNTktNDMxNS00NjE4LWEzMDAtNzA3YzlhYzRhNDA4L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,['biography'],biography_860.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ernest Scared Stupid,ernest accidentally unleashes an ugly troll that plots to transform children into wooden dolls in the town of briarville missouri,https://m.media-amazon.com/images/M/MV5BZDA4MzIxY2EtYzQxMy00MmJkLWI1ODktNzFjMDM0Yzg4YjhlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,"['family', 'fantasy']",family fantasy_861.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erotic,angèle and adam form a young ideal couple a few years pass one evening they meet again strangers to each other can their love come back to life ,https://m.media-amazon.com/images/M/MV5BM2UzNWMwZTgtZWVhNy00MGI0LWI1ZGUtNGJlZDRlZDhjOTc3XkEyXkFqcGdeQXVyOTA3MjYzMzA@.jpg,['musical'],musical_862.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escape Room,six strangers find themselves in a maze of deadly mystery rooms and must use their wits to survive,https://m.media-amazon.com/images/M/MV5BMjQ2NDMwMTY3MF5BMl5BanBnXkFtZTgwNDg5OTc1NjM@.jpg,"['horror', 'mystery']",horror mystery_863.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escape Room: The Lone Survivors,in this making of you get more information about the characters in the movie and their development also you get more information about the stunts that are done,https://m.media-amazon.com/images/M/MV5BMzIxNWFkMjItM2VlMS00MzdlLWE5OWItOTY5ZDFjMjgxYjBlXkEyXkFqcGdeQXVyNDUxMjU1NDQ@.jpg,['short film'],short film_864.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Escape Room: Tournament of Champions,six people unwillingly find themselves locked in another series of escape rooms slowly uncovering what they have in common to survive joining forces with two of the original survivors they soon discover theyve all played the game before,https://m.media-amazon.com/images/M/MV5BMzUxNGIyY2MtNDUxZC00YWY1LTg0MzctM2ExNTNmODlhMTRlXkEyXkFqcGdeQXVyMTE4Nzk0MzE4.jpg,"['mystery', 'sci-fi']",mystery scifi_865.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Escape from Alcatraz,alcatraz is the most secure prison of its time it is believed that no one can ever escape from it until three daring men make a possibly successful attempt at escaping from one of the most infamous prisons in the world,https://m.media-amazon.com/images/M/MV5BMzI0NTIzM2QtZDBkZC00N2JjLWI5OGMtMzg2YjFjODI2ZTkwXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,"['biography', 'crime']",biography crime_866.jpg,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escape from Kabul,features neverbeforeseen archival footage of the historic confrontation at kabul airport from the us withdrawal of its troops from afghanistan through the subsequent evacuation of afghan citizens after the taliban seized the city,https://m.media-amazon.com/images/M/MV5BMTAzYWViODYtZjM1OS00NWVhLTk0ODctYTlkZWRiY2E2ODUzXkEyXkFqcGdeQXVyNjEwNTM2Mzc@.jpg,['documentary'],documentary_867.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escape from New York,in 1997 when the us president crashes into manhattan now a giant maximum security prison a convicted bank robber is sent in to rescue him,https://m.media-amazon.com/images/M/MV5BMTUzMTY0Nzg0MV5BMl5BanBnXkFtZTgwMDU3MzQxMDE@.jpg,['sci-fi'],scifi_868.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Escape from Pretoria,based on the reallife prison break of two political captives escape from pretoria is a raceagainsttime thriller set in the tumultuous apartheid days of south africa,https://m.media-amazon.com/images/M/MV5BOWRhYWFkMDEtNTFjZC00OWJkLWJmMWQtNzI2OWRjZjVjOGYyXkEyXkFqcGdeQXVyMzQwMTY2Nzk@.jpg,['biography'],biography_869.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eternal Spring,falun gong practitioners were persecuted in china they tried to tell the truth but they were kidnapped some falun gong practitioners died,https://m.media-amazon.com/images/M/MV5BN2EyODA4OTgtYTQzZi00YzlhLTgwNzYtNTQzNTY5YjA5OTc4XkEyXkFqcGdeQXVyMTA3MDk2NDg2.jpg,['documentary'],documentary_870.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eternal Sunshine of the Spotless Mind,when their relationship turns sour a couple undergoes a medical procedure to have each other erased from their memories for ever,https://m.media-amazon.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@.jpg,['sci-fi'],scifi_871.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Eternals,the saga of the eternals a race of immortal beings who lived on earth and shaped its history and civilizations,https://m.media-amazon.com/images/M/MV5BY2Y1ODBhYTItYmJiZi00NjU2LWI2NjktNTcwM2U2NGQ2ZTNiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg,"['action', 'fantasy', 'sci-fi']",action fantasy scifi_872.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Eurovision Song Contest: The Story of Fire Saga,when aspiring musicians lars and sigrit are given the opportunity to represent their country at the worlds biggest song competition they finally have a chance to prove that any dream worth having is a dream worth fighting for,https://m.media-amazon.com/images/M/MV5BYzRjYzA5NTQtOTE3MC00OTYzLWEzODItMzQxYWE1NDJkMDA0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg,['musical'],musical_873.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evangelion: 3.0+1.01 Thrice Upon a Time,the fourth and final installment of the rebuild of evangelion misato and her antinerv group wille arrive in paris a city now red from coreization crew from the flagship wunder land on a containment tower,https://m.media-amazon.com/images/M/MV5BMjJiMDE1NzUtY2E1Yy00MDZlLWEyMjYtNTMyYzcyNWMzMTJhXkEyXkFqcGdeQXVyODc0OTEyNDU@.jpg,['animation'],animation_874.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Event Horizon,a rescue crew investigates a spaceship that disappeared into a black hole and has now returnedwith someone or something new onboard,https://m.media-amazon.com/images/M/MV5BZGI0NDMwNjAtNGEzNC00MzA1LTlkMjQtYjBkYTZlZjAyZWEyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg,"['sci-fi', 'thriller']",scifi thriller_875.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Everything Everywhere All at Once,an aging chinese immigrant is swept up in an insane adventure in which she alone can save the world by exploring other universes connecting with the lives she could have led,https://m.media-amazon.com/images/M/MV5BYTdiOTIyZTQtNmQ1OS00NjZlLWIyMTgtYzk5Y2M3ZDVmMDk1XkEyXkFqcGdeQXVyMTAzMDg4NzU0.jpg,"['action', 'comedy', 'sci-fi']",action comedy scifi_876.jpg,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Evil Dead Rise,a twisted tale of two estranged sisters whose reunion is cut short by the rise of fleshpossessing demons thrusting them into a primal battle for survival as they face the most nightmarish version of family imaginable,https://m.media-amazon.com/images/M/MV5BMjkzYjJmYTMtNzkxZi00NDU0LWJiY2QtMzQxNWIzODEyNDVlXkEyXkFqcGdeQXVyMTA3MDAxNDcw.jpg,['thriller'],thriller_877.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Evil Toons,burt has a cleaning company and hires four women to clean an isolated house they find an old book a dagger and a soul shred and when one of them megan reads an incantation she unleashes an evil beast in our world,https://m.media-amazon.com/images/M/MV5BNGRmZDI0ZTItZGE1Yy00YmQ3LTgxNmQtMzM3Nzc3M2UwZmYzXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@.jpg,"['animation', 'comedy', 'fantasy', 'horror']",animation comedy fantasy horror_878.jpg,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evita,the hit musical based on the life of eva perón evita duarte a bpicture argentinian actress who eventually became the wife of argentinian president juan domingo perón and the most beloved and hated woman in argentina,https://m.media-amazon.com/images/M/MV5BMDNhZGZiMzYtNzkxNy00MGE0LWE4Y2QtOGIwOTM3ZmY5M2QwXkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg,['musical'],musical_879.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ex Machina,a young programmer is selected to participate in a groundbreaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid ai,https://m.media-amazon.com/images/M/MV5BMTUxNzc0OTIxMV5BMl5BanBnXkFtZTgwNDI3NzU2NDE@.jpg,"['sci-fi', 'thriller']",scifi thriller_880.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Exit Through the Gift Shop,following the style of some of the worlds most prolific street artists an amateur filmmaker makes a foray into the art world,https://m.media-amazon.com/images/M/MV5BMjE2NTg1NDM4Ml5BMl5BanBnXkFtZTcwMzMxOTkyMw@@.jpg,['documentary'],documentary_881.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exodus,the defiant leader moses rises up against egyptian pharaoh ramses ii setting six hundred thousand slaves on a monumental journey of escape from egypt and its terrifying cycle of deadly plagues,https://m.media-amazon.com/images/M/MV5BMjI3MDY0NjkxNl5BMl5BanBnXkFtZTgwNTM3NTA0MzE@.jpg,"['history', 'war']",history war_882.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Experiment Perilous,in 1903 a doctor suspects murder in the gothic bederaux family,https://m.media-amazon.com/images/M/MV5BOTdmNTY4OGYtNTczMC00MTdiLWJiODgtM2Y0YmFlZmM3M2YzXkEyXkFqcGdeQXVyMTk2MzI2Ng@@.jpg,['film noir'],film noir_883.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Explained,a documentary series that looks to explore the big questions of today,https://m.media-amazon.com/images/M/MV5BZTNhNjJmNmUtYjVjMC00MzkwLTgyNTgtODNiZGMwMjI0ZGJjXkEyXkFqcGdeQXVyODQ4MjU1MDk@.jpg,['documentary'],documentary_884.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Explorers,a boy obsessed with 50s scifi movies about aliens has a recurring dream about a blueprint of some kind which he draws for his inventor friend with the help of a third kid they follow it and build themselves a spaceship now what,https://m.media-amazon.com/images/M/MV5BNDY0MjJhMmYtNzlkYy00MjQwLWE2Y2UtMjg1MjI2ZjhhMDRiL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,['family'],family_885.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Extremely Wicked, Shockingly Evil and Vile",a chronicle of the crimes of ted bundy from the perspective of liz his longtime girlfriend who refused to believe the truth about him for years,https://m.media-amazon.com/images/M/MV5BMjM4ZjY5ZmQtNjUwYi00Yzk2LWIwNmMtYTg1NmU0MWExZTMzXkEyXkFqcGdeQXVyMTg2MDEyMzM@.jpg,"['biography', 'crime']",biography crime_886.jpg,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eye of the Devil,workers employed at a french vineyard quietly follow old pagan rituals that call for the life of the marquis owner to save his crops during dry seasons,https://m.media-amazon.com/images/M/MV5BZjAzMTYxMzQtM2FhMy00MjZiLWIwOTEtODNkOWYwOTA2ZDA4XkEyXkFqcGdeQXVyMDI2NDg0NQ@@.jpg,"['horror', 'mystery']",horror mystery_887.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eyes Wide Shut,a manhattan doctor embarks on a bizarre nightlong odyssey after his wifes admission of unfulfilled longing,https://m.media-amazon.com/images/M/MV5BYzMzZjcyNzEtZjE2OC00Yjk3LWExOGItODdhNzhkZTdmM2M0XkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,['mystery'],mystery_888.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eyes of Fire,a preacher is accused of adultery and he and his followers are chased out of town they become stranded in an isolated forest which is haunted by the spirits of long dead native americans,https://m.media-amazon.com/images/M/MV5BZTFmNjNhMTktMTc0YS00MDI4LTk4NDQtZmI2MjFlYmEzYmJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,['western'],western_889.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
F9: The Fast Saga,dom and the crew must take on an international terrorist who turns out to be dom and mias estranged brother,https://m.media-amazon.com/images/M/MV5BMjI0NmFkYzEtNzU2YS00NTg5LWIwYmMtNmQ1MTU0OGJjOTMxXkEyXkFqcGdeQXVyMjMxOTE0ODA@.jpg,"['action', 'thriller']",action thriller_890.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FIFA Uncovered,from power struggles to global politics an exploration of fifa reveals the organizations checkered history and what it takes to host a world cup,https://m.media-amazon.com/images/M/MV5BODYwYTEwMGUtZjJiNS00YjllLTg1MDktNTIyODAyZTNhNjgwXkEyXkFqcGdeQXVyMTU3MzE1NTYy.jpg,['documentary'],documentary_891.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Face/Off,to foil a terrorist plot an fbi agent undergoes facial transplant surgery to assume the identity of the criminal mastermind who murdered his only son but the criminal wakes up prematurely and seeks revenge,https://m.media-amazon.com/images/M/MV5BYzFjNzIxMmEtMzY5NS00YTgzLTkwYWEtN2FjMmY0NmNkZWY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,['crime'],crime_892.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faces of Death,a collection of death scenes ranging from tv material to homemade super 8 movies,https://m.media-amazon.com/images/M/MV5BMDMxYmMyMjMtMzIyZi00ZGFmLWE3MTYtNWM3MDM4OGRmYjQ2XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,['documentary'],documentary_893.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facing Nolan,in the world of major league baseball no one has created a mythology like nolan ryan told from the point of view of the hitters who faced him and the teammates who revered him facing nolan is the definitive documentary of a texas legend,https://m.media-amazon.com/images/M/MV5BYzQzZTRiNjYtNjY1MC00ZTk5LWFkZTEtNTc2M2MyZjg4ZDViXkEyXkFqcGdeQXVyMTUzOTY0MzUy.jpg,['documentary'],documentary_894.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fall,best friends becky and hunter find themselves at the top of a 2000foot radio tower,https://m.media-amazon.com/images/M/MV5BNGI3MWYwYjItNzZhYi00ZWIzLTkyMzYtN2JmNjg3ODg1NTg4XkEyXkFqcGdeQXVyMTMwMDA5ODU3.jpg,['thriller'],thriller_895.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Fallen Tree,angela poses nude by and on a fallen tree,https://m.media-amazon.com/images/M/MV5BNDgxMWVlMTMtM2Y0My00NGMxLTgwZWQtODdlYzRhYjQ4MmVmXkEyXkFqcGdeQXVyNzc2OTU2MTA@.jpg,['short film'],short film_896.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Falling Down,an ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them,https://m.media-amazon.com/images/M/MV5BYjcxMzM3OWMtNmM3Yy00YzBkLTkxMmQtMDk4MmM3Y2Y4MDliL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,['crime'],crime_897.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Falling for Christmas,in the days leading up to christmas a young and newly engaged heiress experiences a skiing accident after being diagnosed with amnesia she finds herself in the care of the handsome lodge owner and his daughter,https://m.media-amazon.com/images/M/MV5BMDNhMWUxMjctZWFhNy00MjUzLWE3NjYtNTE4ZjVhYjRkZThmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg,['comedy'],comedy_898.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fame,a chronicle of the lives of several teenagers who attend a new york high school for students gifted in the performing arts,https://m.media-amazon.com/images/M/MV5BZmQ1NTNjN2YtY2IxMS00MjMxLThhM2ItNmFlOGM1NjcxY2EzXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,"['music', 'musical']",music musical_899.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Family Feud,hosted by steve harvey two families battle it out by answering survey questions for a chance to win 20000 and after 5 wins a new car,https://m.media-amazon.com/images/M/MV5BZDgzZDFlZTQtZGUxYS00YjcxLTgzYjctOGY1Y2MxYzg5MjNmXkEyXkFqcGdeQXVyNTU2NDQ3NjU@.jpg,['short film'],short film_900.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Fanboy & Chum Chum,this show is based around two children that dress up as superherothemed people and go around creating havoc wherever they go but in the end of some episodes a resolution is reached in the other episodes it ends with a humorous comment the children are obsessed with a slushy that was inspired by their favorite superhero man arctica the kids also have many friends that are mentally or physically issued and have made friends with an adult that lives with his moms basement fanboy and chumchum the kids usually annoy a store owner larry or a kid wizard kyle fanboy and chumchum are picked on by larrys coworker boog and a the school janitormustachesquid12203,https://m.media-amazon.com/images/M/MV5BZWNiMjBkNzYtNGUxYy00ODI1LWEwNjItMjhkNzFhYjYwODk4XkEyXkFqcGdeQXVyODA4OTIyMzY@.jpg,['short film'],short film_901.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Fancy Nancy,the story of a young girl who loves to wear fancy clothes,https://m.media-amazon.com/images/M/MV5BMjM4MzE1MDc3NV5BMl5BanBnXkFtZTgwNDA2MTc2NTM@.jpg,['short film'],short film_902.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Fantasia,a collection of animated interpretations of great works of western classical music ranging from the abstract to depictions of mythology and fantasy and settings including the prehistoric supernatural and sacred,https://m.media-amazon.com/images/M/MV5BMjAxMTI1Njk3OF5BMl5BanBnXkFtZTgwNjkzODk4NTE@.jpg,"['music', 'musical']",music musical_903.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fantastic Beasts and Where to Find Them,the adventures of writer newt scamander in new yorks secret community of witches and wizards seventy years before harry potter reads his book in school,https://m.media-amazon.com/images/M/MV5BMjMxOTM1OTI4MV5BMl5BanBnXkFtZTgwODE5OTYxMDI@.jpg,['adventure'],adventure_904.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fantastic Beasts: The Crimes of Grindelwald,the second installment of the fantastic beasts series featuring the adventures of magizoologist newt scamander,https://m.media-amazon.com/images/M/MV5BYWVlMDI5N2UtZTIyMC00NjZkLWI5Y2QtODM5NGE5MzA0NmVjXkEyXkFqcGdeQXVyNzU3NjUxMzE@.jpg,['fantasy'],fantasy_905.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fantastic Four,four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways the four must learn to harness their new abilities and work together to save earth from a former friend turned enemy,https://m.media-amazon.com/images/M/MV5BMTk0OTMyMDA0OF5BMl5BanBnXkFtZTgwMzY5NTkzNTE@.jpg,"['sci-fi', 'superhero']",scifi superhero_906.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Fantastic Four: Rise of the Silver Surfer,the fantastic four learn that they arent the only superpowered beings in the universe when they square off against the powerful silver surfer and the planeteating galactus,https://m.media-amazon.com/images/M/MV5BODA4YTc5N2QtNzQyYS00ZDUzLWI3M2UtZWI2OWVhOGZlN2MxXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,['superhero'],superhero_907.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Fantastic Mr. Fox,an urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers retaliation,https://m.media-amazon.com/images/M/MV5BOGUwYTU4NGEtNDM4MS00NDRjLTkwNmQtOTkwMWMyMjhmMjdlXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg,"['animation', 'crime', 'family']",animation crime family_908.jpg,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fantastic Planet,on a faraway planet where blue giants rule oppressed humanoids rebel against their machinelike leaders,https://m.media-amazon.com/images/M/MV5BMjE2MGFlNDctNjFkNS00NzBmLTkwMTUtNzZhYzg5ZTZiZjM0XkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,['animation'],animation_909.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fantasy Football,a daughter discovers she can magically control the performance of her footballplaying father through her gaming console,https://m.media-amazon.com/images/M/MV5BYjNiZTEyN2YtOWM2ZC00NjQxLTkwYWMtYWY1YmEwMDc4OTBiXkEyXkFqcGdeQXVyMTQzNTA5MzYz.jpg,['sport'],sport_910.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
